Language	Fraction	DepLen
Ukrainian_2.6	0	0.0459608882666
Ukrainian_2.6	1	-2.29384803772
Ukrainian_2.6	2	-3.5103096962
Ukrainian_2.6	3	-4.31983613968
Ukrainian_2.6	4	-4.84235572815
Ukrainian_2.6	5	-5.12977981567
Ukrainian_2.6	6	-5.20373630524
Ukrainian_2.6	7	-5.04116678238
Ukrainian_2.6	8	-4.61142444611
Ukrainian_2.6	9	-3.71791863441
Ukrainian_2.6	10	-0.0459608882666
English_2.6	0	1.98732793331
English_2.6	1	-0.641357183456
English_2.6	2	-2.12341928482
English_2.6	3	-3.1676774025
English_2.6	4	-3.89484214783
English_2.6	5	-4.37434864044
English_2.6	6	-4.63222312927
English_2.6	7	-4.69557094574
English_2.6	8	-4.53389835358
English_2.6	9	-4.09719324112
English_2.6	10	-1.98732793331
Uyghur_2.6	0	-1.88215398788
Uyghur_2.6	1	-3.05316615105
Uyghur_2.6	2	-3.34546113014
Uyghur_2.6	3	-3.42006611824
Uyghur_2.6	4	-3.29631567001
Uyghur_2.6	5	-3.01795840263
Uyghur_2.6	6	-2.56943106651
Uyghur_2.6	7	-1.95335495472
Uyghur_2.6	8	-1.13881742954
Uyghur_2.6	9	-0.0373298488557
Uyghur_2.6	10	1.88215398788
Welsh_2.6	0	1.86235284805
Welsh_2.6	1	-0.796622216702
Welsh_2.6	2	-2.50024795532
Welsh_2.6	3	-3.68880295753
Welsh_2.6	4	-4.45599460602
Welsh_2.6	5	-4.96919822693
Welsh_2.6	6	-5.3078083992
Welsh_2.6	7	-5.46970748901
Welsh_2.6	8	-5.36865997314
Welsh_2.6	9	-4.82708454132
Welsh_2.6	10	-1.86235284805
Ancient_Greek_2.6	0	-0.868640720844
Ancient_Greek_2.6	1	-3.06525158882
Ancient_Greek_2.6	2	-3.99541807175
Ancient_Greek_2.6	3	-4.50684738159
Ancient_Greek_2.6	4	-4.72703552246
Ancient_Greek_2.6	5	-4.72181940079
Ancient_Greek_2.6	6	-4.50191640854
Ancient_Greek_2.6	7	-4.04851579666
Ancient_Greek_2.6	8	-3.34234857559
Ancient_Greek_2.6	9	-2.21193385124
Ancient_Greek_2.6	10	0.868640720844
Maltese_2.6	0	-0.359747767448
Maltese_2.6	1	-3.43924117088
Maltese_2.6	2	-5.12742424011
Maltese_2.6	3	-6.2402215004
Maltese_2.6	4	-6.96259641647
Maltese_2.6	5	-7.32729387283
Maltese_2.6	6	-7.41437244415
Maltese_2.6	7	-7.21385288239
Maltese_2.6	8	-6.64692878723
Maltese_2.6	9	-5.17231225967
Maltese_2.6	10	0.359747767448
Yoruba_2.6	0	2.82757949829
Yoruba_2.6	1	0.145780652761
Yoruba_2.6	2	-1.43541872501
Yoruba_2.6	3	-2.61989998817
Yoruba_2.6	4	-3.5089700222
Yoruba_2.6	5	-4.14781236649
Yoruba_2.6	6	-4.52548360825
Yoruba_2.6	7	-4.67602777481
Yoruba_2.6	8	-4.61949682236
Yoruba_2.6	9	-4.33887863159
Yoruba_2.6	10	-2.82757949829
Mbya_Guarani_2.6	0	-0.0413885712624
Mbya_Guarani_2.6	1	-0.332695543766
Mbya_Guarani_2.6	2	-0.332695543766
Mbya_Guarani_2.6	3	-0.332695543766
Mbya_Guarani_2.6	4	-0.332695543766
Mbya_Guarani_2.6	5	-0.332695513964
Mbya_Guarani_2.6	6	-0.332695543766
Mbya_Guarani_2.6	7	-0.332695543766
Mbya_Guarani_2.6	8	-0.332695543766
Mbya_Guarani_2.6	9	-0.332695543766
Mbya_Guarani_2.6	10	0.0413885712624
Slovak_2.6	0	-0.415142297745
Slovak_2.6	1	-1.86060535908
Slovak_2.6	2	-2.61309742928
Slovak_2.6	3	-3.08074522018
Slovak_2.6	4	-3.33357071877
Slovak_2.6	5	-3.40075397491
Slovak_2.6	6	-3.27735877037
Slovak_2.6	7	-3.00817370415
Slovak_2.6	8	-2.55085325241
Slovak_2.6	9	-1.81126987934
Slovak_2.6	10	0.415142297745
Catalan_2.6	0	1.24706339836
Catalan_2.6	1	-2.61374950409
Catalan_2.6	2	-4.92187738419
Catalan_2.6	3	-6.54957199097
Catalan_2.6	4	-7.67374372482
Catalan_2.6	5	-8.38368701935
Catalan_2.6	6	-8.74406242371
Catalan_2.6	7	-8.77711772919
Catalan_2.6	8	-8.38939857483
Catalan_2.6	9	-7.14571809769
Catalan_2.6	10	-1.24706339836
Breton_2.6	0	0.329582989216
Breton_2.6	1	-1.76490569115
Breton_2.6	2	-2.98416209221
Breton_2.6	3	-3.75812578201
Breton_2.6	4	-4.23485898972
Breton_2.6	5	-4.4644536972
Breton_2.6	6	-4.43008708954
Breton_2.6	7	-4.21913957596
Breton_2.6	8	-3.77603960037
Breton_2.6	9	-2.90592503548
Breton_2.6	10	-0.329582989216
Urdu_2.6	0	-1.21279871464
Urdu_2.6	1	-5.27498006821
Urdu_2.6	2	-7.22226476669
Urdu_2.6	3	-8.12609958649
Urdu_2.6	4	-8.35316944122
Urdu_2.6	5	-8.13189315796
Urdu_2.6	6	-7.53744602203
Urdu_2.6	7	-6.57742071152
Urdu_2.6	8	-5.20010471344
Urdu_2.6	9	-3.22219944
Urdu_2.6	10	1.21279871464
Kazakh_2.6	0	-1.27222764492
Kazakh_2.6	1	-2.40748119354
Kazakh_2.6	2	-2.80095887184
Kazakh_2.6	3	-2.95366001129
Kazakh_2.6	4	-2.92163348198
Kazakh_2.6	5	-2.74033641815
Kazakh_2.6	6	-2.42940449715
Kazakh_2.6	7	-1.96634280682
Kazakh_2.6	8	-1.32941913605
Kazakh_2.6	9	-0.472116678953
Kazakh_2.6	10	1.27222764492
Russian_2.6	0	-0.641769587994
Russian_2.6	1	-2.78241848946
Russian_2.6	2	-3.94578433037
Russian_2.6	3	-4.70454788208
Russian_2.6	4	-5.17084264755
Russian_2.6	5	-5.38178634644
Russian_2.6	6	-5.3564825058
Russian_2.6	7	-5.09938573837
Russian_2.6	8	-4.53660869598
Russian_2.6	9	-3.35097980499
Russian_2.6	10	0.641769587994
Basque_2.6	0	0.577391445637
Basque_2.6	1	-1.31865727901
Basque_2.6	2	-2.18727898598
Basque_2.6	3	-2.72900009155
Basque_2.6	4	-3.04475188255
Basque_2.6	5	-3.22800922394
Basque_2.6	6	-3.24688696861
Basque_2.6	7	-3.08764696121
Basque_2.6	8	-2.74308371544
Basque_2.6	9	-2.09903287888
Basque_2.6	10	-0.577391445637
Vietnamese_2.6	0	0.936911702156
Vietnamese_2.6	1	-0.735745072365
Vietnamese_2.6	2	-1.849645257
Vietnamese_2.6	3	-2.66781210899
Vietnamese_2.6	4	-3.23221945763
Vietnamese_2.6	5	-3.57822918892
Vietnamese_2.6	6	-3.71810150146
Vietnamese_2.6	7	-3.65714740753
Vietnamese_2.6	8	-3.38915133476
Vietnamese_2.6	9	-2.77768826485
Vietnamese_2.6	10	-0.936911702156
Italian_2.6	0	0.0551887713373
Italian_2.6	1	-3.00867438316
Italian_2.6	2	-4.68146085739
Italian_2.6	3	-5.80465364456
Italian_2.6	4	-6.51909542084
Italian_2.6	5	-6.92972326279
Italian_2.6	6	-7.06362390518
Italian_2.6	7	-6.90866804123
Italian_2.6	8	-6.37810564041
Italian_2.6	9	-5.13176107407
Italian_2.6	10	-0.0551887713373
Scottish_Gaelic_2.6	0	2.63192677498
Scottish_Gaelic_2.6	1	-0.394352138042
Scottish_Gaelic_2.6	2	-2.10796880722
Scottish_Gaelic_2.6	3	-3.3392355442
Scottish_Gaelic_2.6	4	-4.23303890228
Scottish_Gaelic_2.6	5	-4.84723758698
Scottish_Gaelic_2.6	6	-5.24050998688
Scottish_Gaelic_2.6	7	-5.41728115082
Scottish_Gaelic_2.6	8	-5.36356830597
Scottish_Gaelic_2.6	9	-5.13054323196
Scottish_Gaelic_2.6	10	-2.63192677498
Icelandic_2.6	0	1.67366576195
Icelandic_2.6	1	-0.30758035183
Icelandic_2.6	2	-1.59245181084
Icelandic_2.6	3	-2.55268859863
Icelandic_2.6	4	-3.25617241859
Icelandic_2.6	5	-3.73801493645
Icelandic_2.6	6	-4.00998926163
Icelandic_2.6	7	-4.09086847305
Icelandic_2.6	8	-3.9532160759
Icelandic_2.6	9	-3.53081512451
Icelandic_2.6	10	-1.67366576195
Indonesian_2.6	0	2.19887495041
Indonesian_2.6	1	-0.410430014133
Indonesian_2.6	2	-1.79605913162
Indonesian_2.6	3	-2.77932786942
Indonesian_2.6	4	-3.47801947594
Indonesian_2.6	5	-3.96262097359
Indonesian_2.6	6	-4.23151445389
Indonesian_2.6	7	-4.33052778244
Indonesian_2.6	8	-4.20859909058
