Language	Fraction	DepLen	DepLenBest
Old_Church_Slavonic_2.6	0	0.325660705566	-0.130434781313
Old_Church_Slavonic_2.6	1	-1.44803524017	-1.37418842316
Old_Church_Slavonic_2.6	2	-2.24610519409	-1.86563050747
Old_Church_Slavonic_2.6	3	-2.72073912621	-2.13004136086
Old_Church_Slavonic_2.6	4	-2.97296643257	-2.3067085743
Old_Church_Slavonic_2.6	5	-3.10385942459	-2.3067085743
Old_Church_Slavonic_2.6	6	-3.09359169006	-2.26854228973
Old_Church_Slavonic_2.6	7	-2.91399073601	-2.06826686859
Old_Church_Slavonic_2.6	8	-2.60514879227	-1.78300213814
Old_Church_Slavonic_2.6	9	-2.01964879036	-1.31123352051
Old_Church_Slavonic_2.6	10	-0.325660705566	0.130434781313
Ukrainian_2.6	0	0.0459608882666	-1.35160112381
Ukrainian_2.6	1	-2.29384803772	-2.40471220016
Ukrainian_2.6	2	-3.5103096962	-2.84678459167
Ukrainian_2.6	3	-4.31983613968	-3.04673266411
Ukrainian_2.6	4	-4.84235572815	-3.17013788223
Ukrainian_2.6	5	-5.12977981567	-3.17013788223
Ukrainian_2.6	6	-5.20373630524	-3.04386878014
Ukrainian_2.6	7	-5.04116678238	-2.83793282509
Ukrainian_2.6	8	-4.61142444611	-2.41668844223
Ukrainian_2.6	9	-3.71791863441	-1.64397287369
Ukrainian_2.6	10	-0.0459608882666	1.35160112381
Mbya_Guarani_2.6	0	-0.0413885712624	-0.00307692307979
Mbya_Guarani_2.6	1	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	2	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	3	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	4	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	5	-0.332695513964	-0.227854251862
Mbya_Guarani_2.6	6	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	7	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	8	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	9	-0.332695543766	-0.227854251862
Mbya_Guarani_2.6	10	0.0413885712624	0.00307692307979
Chinese_2.6	0	0.282876998186	0.00205185590312
Chinese_2.6	1	-2.76688361168	-2.20220112801
Chinese_2.6	2	-4.14885663986	-2.98265242577
Chinese_2.6	3	-4.9406080246	-3.36140656471
Chinese_2.6	4	-5.34835577011	-3.55978369713
Chinese_2.6	5	-5.49028348923	-3.55978369713
Chinese_2.6	6	-5.34871959686	-3.39143824577
Chinese_2.6	7	-5.00336265564	-3.12973332405
Chinese_2.6	8	-4.29493665695	-2.67347502708
Chinese_2.6	9	-3.04452037811	-1.91596722603
Chinese_2.6	10	-0.282876998186	-0.00205185590312
Spanish_2.6	0	1.52858889103	-1.25386309624
Spanish_2.6	1	-2.21818804741	-3.03272676468
Spanish_2.6	2	-4.47984600067	-3.80775403976
Spanish_2.6	3	-6.08599710464	-4.29786300659
Spanish_2.6	4	-7.19250392914	-4.54668998718
Spanish_2.6	5	-7.90370941162	-4.64201974869
Spanish_2.6	6	-8.28348922729	-4.62980365753
Spanish_2.6	7	-8.33956623077	-4.4297990799
Spanish_2.6	8	-7.98891830444	-4.02074623108
Spanish_2.6	9	-6.82395076752	-3.03448414803
Spanish_2.6	10	-1.52858889103	1.25386309624
Russian_2.6	0	-0.641769587994	-1.85747659206
Russian_2.6	1	-2.78241848946	-2.82441234589
Russian_2.6	2	-3.94578433037	-3.17062807083
Russian_2.6	3	-4.70454788208	-3.37064242363
Russian_2.6	4	-5.17084264755	-3.41329026222
Russian_2.6	5	-5.38178634644	-3.40404200554
Russian_2.6	6	-5.3564825058	-3.2040514946
Russian_2.6	7	-5.09938573837	-2.9228143692
Russian_2.6	8	-4.53660869598	-2.42493462563
Russian_2.6	9	-3.35097980499	-1.42026257515
Russian_2.6	10	0.641769587994	1.85747659206
German_2.6	0	-1.34041428566	-1.54781389236
German_2.6	1	-3.90943288803	-3.1030921936
German_2.6	2	-5.37480545044	-3.83165049553
German_2.6	3	-6.32927799225	-4.24306201935
German_2.6	4	-6.84440231323	-4.40628004074
German_2.6	5	-6.9417886734	-4.30973386765
German_2.6	6	-6.60117530823	-3.97326564789
German_2.6	7	-5.8348326683	-3.4248790741
German_2.6	8	-4.62523031235	-2.64527893066
German_2.6	9	-2.74320435524	-1.40704488754
German_2.6	10	1.34041428566	1.54781389236
Greek_2.6	0	1.16601371765	-1.26895570755
Greek_2.6	1	-2.20203256607	-2.9134478569
Greek_2.6	2	-4.26584720612	-3.76108717918
Greek_2.6	3	-5.74216604233	-4.34120178223
Greek_2.6	4	-6.79678440094	-4.67525053024
Greek_2.6	5	-7.5022187233	-4.84620904922
Greek_2.6	6	-7.8805770874	-4.84620904922
Greek_2.6	7	-7.93228960037	-4.67882680893
Greek_2.6	8	-7.52939462662	-4.22961378098
Greek_2.6	9	-6.34811449051	-3.12589406967
Greek_2.6	10	-1.16601371765	1.26895570755
Urdu_2.6	0	-1.21279871464	-1.05535161495
Urdu_2.6	1	-5.27498006821	-3.80987358093
Urdu_2.6	2	-7.22226476669	-4.60981893539
Urdu_2.6	3	-8.12609958649	-4.99741601944
Urdu_2.6	4	-8.35316944122	-5.07248735428
Urdu_2.6	5	-8.13189315796	-4.90466499329
Urdu_2.6	6	-7.53744602203	-4.55188369751
Urdu_2.6	7	-6.57742071152	-3.99184012413
Urdu_2.6	8	-5.20010471344	-3.17747855186
Urdu_2.6	9	-3.22219944	-1.95158433914
Urdu_2.6	10	1.21279871464	1.05535161495
Maltese_2.6	0	-0.359747767448	-2.73099422455
Maltese_2.6	1	-3.43924117088	-3.76473236084
Maltese_2.6	2	-5.12742424011	-4.25236177444
Maltese_2.6	3	-6.2402215004	-4.48627996445
Maltese_2.6	4	-6.96259641647	-4.61583423615
Maltese_2.6	5	-7.32729387283	-4.61583423615
Maltese_2.6	6	-7.41437244415	-4.41970300674
Maltese_2.6	7	-7.21385288239	-4.12370681763
Maltese_2.6	8	-6.64692878723	-3.53171396255
Maltese_2.6	9	-5.17231225967	-2.19028329849
Maltese_2.6	10	0.359747767448	2.73099422455
North_Sami_2.6	0	0.807411253452	0.250834077597
North_Sami_2.6	1	-0.642125666142	-0.755535364151
North_Sami_2.6	2	-1.39370393753	-1.21534729004
North_Sami_2.6	3	-1.89477622509	-1.54716408253
North_Sami_2.6	4	-2.26471209526	-1.74673950672
North_Sami_2.6	5	-2.49435186386	-1.86017596722
North_Sami_2.6	6	-2.57781291008	-1.86017596722
North_Sami_2.6	7	-2.51303267479	-1.75037908554
North_Sami_2.6	8	-2.31287121773	-1.55019712448
North_Sami_2.6	9	-1.91060769558	-1.1740976572
North_Sami_2.6	10	-0.807411253452	-0.250834077597
Hindi_2.6	0	-2.01524162292	-1.39186632633
Hindi_2.6	1	-5.28448915482	-3.67884159088
Hindi_2.6	2	-6.81293153763	-4.30107164383
Hindi_2.6	3	-7.43544387817	-4.5211224556
Hindi_2.6	4	-7.49104881287	-4.5574221611
Hindi_2.6	5	-7.12707805634	-4.36232233047
Hindi_2.6	6	-6.40986585617	-3.9840118885
Hindi_2.6	7	-5.34940624237	-3.42366242409
Hindi_2.6	8	-3.90360403061	-2.63236355782
Hindi_2.6	9	-1.89935588837	-1.45581877232
Hindi_2.6	10	2.01524162292	1.39186632633
Serbian_2.6	0	0.700194716454	-1.4056841135
Serbian_2.6	1	-2.0522069931	-2.79920697212
Serbian_2.6	2	-3.63753461838	-3.30945134163
Serbian_2.6	3	-4.69368886948	-3.53179121017
Serbian_2.6	4	-5.37885379791	-3.58413743973
Serbian_2.6	5	-5.77339601517	-3.58413743973
Serbian_2.6	6	-5.91270542145	-3.39299416542
Serbian_2.6	7	-5.81931304932	-3.12861871719
Serbian_2.6	8	-5.41726398468	-2.66040968895
Serbian_2.6	9	-4.43623781204	-1.69464635849
Serbian_2.6	10	-0.700194716454	1.4056841135
Japanese_2.6	0	0.157793179154	0.214631304145
Japanese_2.6	1	-0.63222694397	-0.453432291746
Japanese_2.6	2	-0.63222694397	-0.453432291746
Japanese_2.6	3	-0.632226884365	-0.453432291746
Japanese_2.6	4	-0.632226884365	-0.453432291746
Japanese_2.6	5	-0.63222694397	-0.453432291746
Japanese_2.6	6	-0.632227003574	-0.453432291746
Japanese_2.6	7	-0.63222694397	-0.453432291746
Japanese_2.6	8	-0.63222694397	-0.453432291746
Japanese_2.6	9	-0.632226884365	-0.453432291746
Japanese_2.6	10	-0.157793179154	-0.214631304145
Buryat_2.6	0	-0.968653082848	-0.466666668653
Buryat_2.6	1	-2.51516509056	-1.89166665077
Buryat_2.6	2	-3.11732697487	-2.3666665554
Buryat_2.6	3	-3.39785385132	-2.57222223282
Buryat_2.6	4	-3.49562311172	-2.6166665554
Buryat_2.6	5	-3.39313316345	-2.57500004768
Buryat_2.6	6	-3.16259980202	-2.375
Buryat_2.6	7	-2.76625084877	-2.13055562973
Buryat_2.6	8	-2.12909269333	-1.73055553436
Buryat_2.6	9	-1.13780272007	-1.06388890743
Buryat_2.6	10	0.968653082848	0.466666668653
Bambara_2.6	0	1.62223958969	-0.568120598793
Bambara_2.6	1	-0.864964723587	-1.20247709751
Bambara_2.6	2	-1.95467793941	-1.42110931873
Bambara_2.6	3	-2.72336745262	-1.62143242359
Bambara_2.6	4	-3.24437260628	-1.65589666367
Bambara_2.6	5	-3.56151819229	-1.63327944279
Bambara_2.6	6	-3.67717695236	-1.43295633793
Bambara_2.6	7	-3.59167003632	-1.20247709751
Bambara_2.6	8	-3.28809189796	-0.801830887794
Bambara_2.6	9	-2.73855209351	-0.281637042761
Bambara_2.6	10	-1.62223958969	0.568120598793
Slovenian_2.6	0	-2.15910673141	-2.7656712532
Slovenian_2.6	1	-4.07667303085	-3.61135172844
Slovenian_2.6	2	-5.0405831337	-3.87827682495
Slovenian_2.6	3	-5.5991768837	-3.93024849892
Slovenian_2.6	4	-5.86475419998	-3.85183501244
Slovenian_2.6	5	-5.870885849	-3.65169811249
Slovenian_2.6	6	-5.6243391037	-3.27604293823
Slovenian_2.6	7	-5.12195205688	-2.7706861496
Slovenian_2.6	8	-4.27911376953	-2.05128788948
Slovenian_2.6	9	-2.71936607361	-0.800547063351
Slovenian_2.6	10	2.15910673141	2.7656712532
Lithuanian_2.6	0	-0.18600858748	-1.27498018742
Lithuanian_2.6	1	-2.9079079628	-2.85209608078
