CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	4.02393	NOUN	2.12313	6858452	VERB	Old_French_2.6	Old_French
obj	-4.10747	NOUN	2.35493	6858452	VERB	Old_French_2.6	Old_French
nsubj	0.49252	NOUN	-1.42096	7880502	VERB	Indonesian_2.6	Indonesian
obj	5.45957	NOUN	0.65207	7880502	VERB	Indonesian_2.6	Indonesian
nsubj	0.316	NOUN	1.1697	2110471	VERB	Japanese_2.6	Japanese
obj	0.11763	NOUN	0.73369	2110471	VERB	Japanese_2.6	Japanese
nsubj	-0.04124	NOUN	0.56597	6867485	VERB	Amharic_2.6	Amharic
obj	-1.02652	NOUN	1.69369	6867485	VERB	Amharic_2.6	Amharic
nsubj	-5.56839	NOUN	-0.43903	2103935	VERB	Latvian_2.6	Latvian
obj	-4.65389	NOUN	1.89165	2103935	VERB	Latvian_2.6	Latvian
nsubj	0.08032	NOUN	0.26275	4289143	VERB	Slovenian_2.6	Slovenian
obj	-0.0385	NOUN	0.83253	4289143	VERB	Slovenian_2.6	Slovenian
nsubj	-4.68507	NOUN	0.54524	4689762	VERB	Sanskrit_2.6	Sanskrit
obj	4.97698	NOUN	0.42409	4689762	VERB	Sanskrit_2.6	Sanskrit
nsubj	4.45236	NOUN	-0.09742	3751937	VERB	Ukrainian_2.6	Ukrainian
obj	-4.03278	NOUN	-0.25381	3751937	VERB	Ukrainian_2.6	Ukrainian
nsubj	2.89091	NOUN	0.61466	3670703	VERB	Latin_2.6	Latin
obj	3.70029	NOUN	0.93903	3670703	VERB	Latin_2.6	Latin
nsubj	-5.97239	NOUN	1.15165	7354150	VERB	Polish_2.6	Polish
obj	-3.14827	NOUN	1.41135	7354150	VERB	Polish_2.6	Polish
nsubj	-0.20063	NOUN	0.27298	3582758	VERB	Gothic_2.6	Gothic
obj	0.03567	NOUN	0.37956	3582758	VERB	Gothic_2.6	Gothic
nsubj	-2.41004	NOUN	1.02074	8056610	VERB	Cantonese_2.6	Cantonese
obj	5.33412	NOUN	1.27393	8056610	VERB	Cantonese_2.6	Cantonese
nsubj	0.44961	NOUN	-0.49698	6750044	VERB	Ukrainian_2.6	Ukrainian
obj	0.64718	NOUN	0.71366	6750044	VERB	Ukrainian_2.6	Ukrainian
nsubj	0.32705	NOUN	0.0861	5995172	VERB	Old_Russian_2.6	Old_Russian
obj	-0.03311	NOUN	0.1666	5995172	VERB	Old_Russian_2.6	Old_Russian
nsubj	-0.19825	NOUN	0.97086	7497395	VERB	Old_French_2.6	Old_French
obj	0.14122	NOUN	1.41525	7497395	VERB	Old_French_2.6	Old_French
nsubj	0.57263	NOUN	-0.00574	7300669	VERB	North_Sami_2.6	North_Sami
obj	-0.20327	NOUN	0.77115	7300669	VERB	North_Sami_2.6	North_Sami
nsubj	-2.29694	NOUN	0.6696	1511511	VERB	Basque_2.6	Basque
obj	5.22493	NOUN	1.72725	1511511	VERB	Basque_2.6	Basque
nsubj	0.33751	NOUN	-0.16497	35667	VERB	Turkish_2.6	Turkish
obj	-0.03789	NOUN	0.23458	35667	VERB	Turkish_2.6	Turkish
nsubj	-3.57981	NOUN	-0.65013	4252524	VERB	Irish_2.6	Irish
obj	-4.21767	NOUN	-0.15525	4252524	VERB	Irish_2.6	Irish
nsubj	0.14111	NOUN	-0.3788	7744213	VERB	Welsh_2.6	Welsh
obj	-0.12071	NOUN	0.03556	7744213	VERB	Welsh_2.6	Welsh
nsubj	3.79784	NOUN	1.23793	3644912	VERB	Lithuanian_2.6	Lithuanian
obj	-5.24916	NOUN	0.9613	3644912	VERB	Lithuanian_2.6	Lithuanian
nsubj	3.95491	NOUN	0.19357	1867525	VERB	Old_Russian_2.6	Old_Russian
obj	4.87406	NOUN	0.96696	1867525	VERB	Old_Russian_2.6	Old_Russian
nsubj	6.05504	NOUN	2.64814	2202545	VERB	Kazakh_2.6	Kazakh
obj	4.55919	NOUN	-0.093	2202545	VERB	Kazakh_2.6	Kazakh
nsubj	4.5799	NOUN	1.53242	2450625	VERB	Urdu_2.6	Urdu
obj	4.54521	NOUN	2.58723	2450625	VERB	Urdu_2.6	Urdu
nsubj	-5.71087	NOUN	3.14582	5215449	VERB	Buryat_2.6	Buryat
obj	-5.19324	NOUN	0.86856	5215449	VERB	Buryat_2.6	Buryat
nsubj	4.14985	NOUN	1.02055	5998057	VERB	Hindi_2.6	Hindi
obj	-4.18991	NOUN	0.0895	5998057	VERB	Hindi_2.6	Hindi
nsubj	-3.46649	NOUN	-0.27573	8290090	VERB	Swedish_2.6	Swedish
obj	-4.84385	NOUN	1.97379	8290090	VERB	Swedish_2.6	Swedish
nsubj	-3.17157	NOUN	-0.93465	5228157	VERB	Ukrainian_2.6	Ukrainian
obj	-4.23306	NOUN	1.02691	5228157	VERB	Ukrainian_2.6	Ukrainian
nsubj	-5.56789	NOUN	1.87788	2373110	VERB	Bambara_2.6	Bambara
obj	-5.01138	NOUN	-0.05085	2373110	VERB	Bambara_2.6	Bambara
nsubj	-4.92997	NOUN	0.10079	5700440	VERB	Sanskrit_2.6	Sanskrit
obj	-5.00514	NOUN	1.85612	5700440	VERB	Sanskrit_2.6	Sanskrit
nsubj	4.76936	NOUN	1.74756	8633196	VERB	Thai_2.6	Thai
obj	-5.50176	NOUN	-1.12074	8633196	VERB	Thai_2.6	Thai
nsubj	-5.0649	NOUN	1.66588	7113582	VERB	Tamil_2.6	Tamil
obj	4.75821	NOUN	-0.36565	7113582	VERB	Tamil_2.6	Tamil
nsubj	0.73521	NOUN	0.16416	9777787	VERB	Polish_2.6	Polish
obj	0.29499	NOUN	0.12053	9777787	VERB	Polish_2.6	Polish
nsubj	3.07646	NOUN	-0.51774	327935	VERB	Romanian_2.6	Romanian
obj	2.39721	NOUN	1.74861	327935	VERB	Romanian_2.6	Romanian
nsubj	-4.89714	NOUN	-1.03384	8202307	VERB	Faroese_2.6	Faroese
obj	1.27528	NOUN	1.05807	8202307	VERB	Faroese_2.6	Faroese
nsubj	2.01098	NOUN	-0.33163	52169	VERB	Gothic_2.6	Gothic
obj	-2.46748	NOUN	-0.40429	52169	VERB	Gothic_2.6	Gothic
nsubj	4.79221	NOUN	-0.66799	6488703	VERB	Croatian_2.6	Croatian
obj	4.37463	NOUN	1.20881	6488703	VERB	Croatian_2.6	Croatian
nsubj	0.51149	NOUN	-0.24727	5754819	VERB	Latin_2.6	Latin
obj	-2.14665	NOUN	0.7178	5754819	VERB	Latin_2.6	Latin
nsubj	4.41464	NOUN	2.19127	9558658	VERB	Hindi_2.6	Hindi
obj	-5.19403	NOUN	0.82338	9558658	VERB	Hindi_2.6	Hindi
nsubj	3.73879	NOUN	-0.61826	1321365	VERB	Portuguese_2.6	Portuguese
obj	5.30498	NOUN	2.26613	1321365	VERB	Portuguese_2.6	Portuguese
nsubj	-5.18115	NOUN	0.88945	8609993	VERB	Croatian_2.6	Croatian
obj	-4.88502	NOUN	0.51015	8609993	VERB	Croatian_2.6	Croatian
nsubj	0.17054	NOUN	0.14226	237795	VERB	Urdu_2.6	Urdu
obj	0.01278	NOUN	0.94558	237795	VERB	Urdu_2.6	Urdu
nsubj	0.17431	NOUN	0.07435	6233296	VERB	Czech_2.6	Czech
obj	0.58193	NOUN	0.55931	6233296	VERB	Czech_2.6	Czech
nsubj	-4.48586	NOUN	-0.20877	2222886	VERB	Turkish_2.6	Turkish
obj	-4.50608	NOUN	1.09714	2222886	VERB	Turkish_2.6	Turkish
nsubj	5.51476	NOUN	0.10089	8439103	VERB	Polish_2.6	Polish
obj	2.66384	NOUN	1.53148	8439103	VERB	Polish_2.6	Polish
nsubj	-2.30831	NOUN	-1.57788	1175569	VERB	Mbya_Guarani_2.6	Mbya_Guarani
obj	2.99363	NOUN	-0.84969	1175569	VERB	Mbya_Guarani_2.6	Mbya_Guarani
nsubj	3.93437	NOUN	3.76965	8645483	VERB	Buryat_2.6	Buryat
obj	5.114	NOUN	0.26125	8645483	VERB	Buryat_2.6	Buryat
nsubj	4.34972	NOUN	-1.10268	3841592	VERB	Vietnamese_2.6	Vietnamese
obj	-6.05958	NOUN	0.86609	3841592	VERB	Vietnamese_2.6	Vietnamese
nsubj	-4.30364	NOUN	1.3028	7536727	VERB	Dutch_2.6	Dutch
obj	4.20424	NOUN	1.22832	7536727	VERB	Dutch_2.6	Dutch
nsubj	0.11083	NOUN	0.11913	6706621	VERB	Naija_2.6	Naija
obj	-0.29627	NOUN	0.10101	6706621	VERB	Naija_2.6	Naija
nsubj	0.17399	NOUN	0.0864	2312844	VERB	Upper_Sorbian_2.6	Upper_Sorbian
obj	-0.25073	NOUN	0.84887	2312844	VERB	Upper_Sorbian_2.6	Upper_Sorbian
nsubj	-0.10591	NOUN	0.16418	9044290	VERB	Erzya_2.6	Erzya
obj	0.00054	NOUN	-0.11156	9044290	VERB	Erzya_2.6	Erzya
nsubj	0.05197	NOUN	0.84852	3668355	VERB	Kazakh_2.6	Kazakh
obj	-0.33498	NOUN	0.00966	3668355	VERB	Kazakh_2.6	Kazakh
nsubj	-0.09849	NOUN	-0.57454	4727959	VERB	Danish_2.6	Danish
obj	-0.24316	NOUN	1.22382	4727959	VERB	Danish_2.6	Danish
nsubj	0.4116	NOUN	-0.0476	2726185	VERB	Slovak_2.6	Slovak
obj	-0.17282	NOUN	0.43818	2726185	VERB	Slovak_2.6	Slovak
nsubj	-4.23155	NOUN	0.26954	3908567	VERB	Ukrainian_2.6	Ukrainian
obj	3.21317	NOUN	-0.30342	3908567	VERB	Ukrainian_2.6	Ukrainian
nsubj	-4.23241	NOUN	-0.52101	5847976	VERB	Maltese_2.6	Maltese
obj	-5.34533	NOUN	1.03882	5847976	VERB	Maltese_2.6	Maltese
nsubj	-0.04124	NOUN	-0.23299	2065800	VERB	Swedish_2.6	Swedish
obj	-0.37539	NOUN	0.8838	2065800	VERB	Swedish_2.6	Swedish
nsubj	-3.50971	NOUN	0.06345	6450370	VERB	Thai_2.6	Thai
obj	-5.73799	NOUN	-0.50224	6450370	VERB	Thai_2.6	Thai
nsubj	-0.38256	NOUN	-0.39773	2292461	VERB	Chinese_2.6	Chinese
obj	0.19085	NOUN	1.04614	2292461	VERB	Chinese_2.6	Chinese
nsubj	0.1098	NOUN	0.2705	2791024	VERB	Basque_2.6	Basque
obj	0.6718	NOUN	0.72284	2791024	VERB	Basque_2.6	Basque
nsubj	-3.20596	NOUN	0.81999	8821134	VERB	Urdu_2.6	Urdu
obj	4.65296	NOUN	0.865	8821134	VERB	Urdu_2.6	Urdu
nsubj	2.76146	NOUN	0.02864	6625798	VERB	Cantonese_2.6	Cantonese
obj	-4.88996	NOUN	1.35895	6625798	VERB	Cantonese_2.6	Cantonese
nsubj	-4.81193	NOUN	0.73876	1995431	VERB	Bulgarian_2.6	Bulgarian
obj	4.91665	NOUN	0.85064	1995431	VERB	Bulgarian_2.6	Bulgarian
nsubj	-0.09548	NOUN	0.60733	7924814	VERB	Tamil_2.6	Tamil
obj	-0.11496	NOUN	0.37711	7924814	VERB	Tamil_2.6	Tamil
nsubj	0.05889	NOUN	-0.15927	1326189	VERB	Lithuanian_2.6	Lithuanian
obj	0.40587	NOUN	0.54242	1326189	VERB	Lithuanian_2.6	Lithuanian
nsubj	-4.16905	NOUN	-0.95948	5452172	VERB	Czech_2.6	Czech
obj	-3.78878	NOUN	2.95305	5452172	VERB	Czech_2.6	Czech
nsubj	-0.44242	NOUN	0.75769	9112788	VERB	Tamil_2.6	Tamil
obj	0.44989	NOUN	0.51226	9112788	VERB	Tamil_2.6	Tamil
nsubj	-0.06133	NOUN	-0.04615	4690307	VERB	Thai_2.6	Thai
obj	-0.2619	NOUN	0.13149	4690307	VERB	Thai_2.6	Thai
nsubj	4.70624	NOUN	-0.26822	8055853	VERB	Danish_2.6	Danish
obj	-5.19638	NOUN	0.8378	8055853	VERB	Danish_2.6	Danish
nsubj	4.56974	NOUN	0.19465	491949	VERB	Persian_2.6	Persian
obj	-4.38853	NOUN	0.50914	491949	VERB	Persian_2.6	Persian
nsubj	2.418	NOUN	-0.72788	3205695	VERB	Coptic_2.6	Coptic
obj	1.47497	NOUN	0.23144	3205695	VERB	Coptic_2.6	Coptic
nsubj	-0.19421	NOUN	0.07592	5852868	VERB	Norwegian_2.6	Norwegian
obj	0.08532	NOUN	1.13927	5852868	VERB	Norwegian_2.6	Norwegian
nsubj	-0.48262	NOUN	0.87815	7180834	VERB	Old_French_2.6	Old_French
obj	-0.46215	NOUN	1.40597	7180834	VERB	Old_French_2.6	Old_French
nsubj	4.31951	NOUN	-3.70677	4419705	VERB	Arabic_2.6	Arabic
obj	5.33605	NOUN	0.38917	4419705	VERB	Arabic_2.6	Arabic
nsubj	5.22173	NOUN	1.62523	4612431	VERB	Uyghur_2.6	Uyghur
obj	-4.2223	NOUN	0.33148	4612431	VERB	Uyghur_2.6	Uyghur
